N,Tweet,Negative,Neutral,Positive
300,"Juez Erick Gonzalez de respete los DDHH, en este caso de las mujeres... Usted está sometido a la Constitución y las convenciones de DDHH. RESPETE. CC",1,,
301,Las manos limpias de corrupción JAJAJAJAJAJAJA. Las auditorías del Suntracs donde están?,1,,
302,"Wao, me levanté viviendo en Cuba y ni me di cuenta..",,,1
303,A hora a ver cuanto dura esta hinchazon,1,,
304,Buenos días a todos incluyendo a los que prefieren las películas dobladas al español en lugar de leer los subtítulos,,,1
305,Yo por los pocos amigos que tengo hago lo que sea ♥️,,,1
306,Que avisen cuando es la próxima vez que va para recoger esos 20 palitos,,1,
307,Lluvia matutina deja como saldo 27 tardanzas a conferencias telefónicas programadas para las 8:30 AM,,1,
308,¿Sobreviviremos a $8k millones en deuda pública?,,1,
309,Eres el vivo retrato de la palabra corrupción.,1,,
310,"Siga practicando, Microsoft va a administrar los datos de la plataforma 😁",,,1
311,No me gusta tu respuesta. JusticeforLucero,1,,
312,usted es una mentirosa y le debería dar es pena.,1,,
313,Dure mucho tiempo buscando esa paz y esa tranquilidad que necesitaba en mi vida y por fin llegó,,,1
314,"Ya los bancos todos deben activarle a sus clientes la banca en linea automatico y comunicar por su correo, y la persona q genere su contraseña. Q se manifiesten los de sistemas computacionales eso es teletrabajo inteligencia. Estamos en la era del dinosaurio",1,,
315,Yo aplaudo la labor del porque están trabajando bien fuerte. Pero no entiendo la decisión de y su gabinete de encerrarnos el 25 y 1 si la fiesta y la locura la hacen desde el 24 y 31. Por favor Encierrenos desde el 24 y el 31 Así no vamos a parar el virus.,,,1
316,"Por tus respuestas pareces más un MAGA asshole que un fucking payaso. Y el colmo. Minoría por gusto. Considera a la gente. Ver a tu novio no justifica por ningún lado salir. Todos queremos vida social, pero toca esperar. Toca hacer el sacrificio por el bienestar de otros. 🤡🤡",1,,
317,"Asi mismo Sr. Correa. Espero q cuando pase todo Dios primero, hagan juicio a este Hombre.",,1,
318,tiene una policía ecológica.,,1,
319,Prefiero antes que caiga en droga que ande repartiendo el jopo de gratis,1,,
320,¿Cuándo hablan con la sociedad para la reubicación del Tanque de Gas y encontrar una alternativa que no afecte a nadie y que sea beneficiosa para nuestro ambiente?,,1,
321,"Yo no se, yo le digo Hieni y ni por ahí me incluyo. INDIGNADOOOOOO",1,,
322,Nosotros ahorita be like...,,1,
323,Mejor es quitarle todo lo que se robaron casa y todo porque eso no es de ellos.,1,,
324,"Ey me pueden llamar irresponsable e ignorante me vale verga, hoy quiero tomarme un par de frías y los chinos no me quieren vender. 😡",1,,
325,"-la gente que escucha típico son puros cholos, eso ni es música -yo 🙂",1,,
326,El patrón se cierra con unas declaraciones desafortunadas....y comienza de nuevo el ciclo,,1,
327,Solo los PRD podían cometer ilícitos...,1,,
328,Y pensar que FabreGas gasta 500 por parada...,1,,
329,Todos cometemos errores. Staystrong,,,1
330,Que le baje 2...¿ese señor quien se cree?,1,,
331,ÁuxilioooooSin electricidad tercera vez en el dia chumical y veracruz 12 veces en lo que va del mes de septiembre AUXILIOOOOOOOO,1,,
332,¿Sobreviviremos a $8k millones en deuda pública?,,1,
333,dejame te explico que me molesta...,1,,
334,Se parece a la máquina pinchados... 👀,,1,
335,Y yo se que tienes miedo y no es un buen momento para ti,,1,
336,LLEGARÁN PRIMERO SEMÁFOROS QUE LAS VACUNAS,1,,
337,hey que hambre y que estres 😭,1,,
338,"Ya que sabes mucho... cuando empiezan a venderlo??? Ps, gracias por responderme el celular 🖕🏿🖕🏿🖕🏿🖕🏿",1,,
339,70% Arte y 30% Ciencia 👏🏻👩🏻‍⚕️,,,1
340,Debemos copiar TAMBIÉN las buenas prácticas del sistema de justicia de otros países... TAMBIÉN...,,1,
341,"  Por mí pueden abrir, yo SI usaría mi sentido común y autocontrol. Pero usted y su combo están bienvenidos, con confianza en un espacio confinado 😂",,1,
342,Desde ya vayan poniéndole la lápida a ese,,1,
343,"Que asco, ls cantidad de parasitos y bacterias que pueden vivir en ese tipo de carnes mal cocidas 🤢🤮",1,,
344,"Si abren las iglesas, que abran los moteles. Cada una se arrodilla donde quiere no?",,,1
345,Necesito ir a uno de esos lugares donde te enseñan a disparar y poder practicar🥺,,1,
346,"  Excelente la aclaración. Veámoslo del lado positivo, el webinar ha gozado de publicidad gratis 🔥🔥",,,1
347,"Aja, pero, en que hilo? Opiniones hay de todo. Pero tener una opinion no justifica discriminar.",1,,
348,Venezuela podría ser una potencia de primer mundo (aún más grande que mi Panamá❤️) sólo si usted y su gobierno de mierda se largan del poder.,1,,
349,"Bro pero si arthur no a dado nada igual y no sabes si va a dar algo bueno algun dia , es un man intermitente y el barca busca regularidad... y ya viene riqui puigb activity para mi fue buen cambio",1,,
350,Dile eso al Departamento de Justicia 🤣,,1,
351,Definitivamente y huele super rico 🥺,,,1
352,Te recomiendo que veas esta serie,,1,
353,por el índice de agroquímico) man no existe un aparato para medir eso... antes de venderselo a las personas.. que sad! por eso la población diagnosticada con cáncer va en aumento. 💔,1,,
354,FRUSTRADO PENSABA COMPRARLO Y DONARLO AL GOBIERNO PARA QUE SIGAN PAGANDO LOS SALARIOS DE LAS BO..T...E....LLAS DE LA ASAMBLEA Y DE LOS IN.FL...E....ER.,1,,
355,Te recomiendo que veas esta serie,,1,
356,"Insisto el otro año que lo hagan de a dedo, así, se ahorran el monton de $$ 🙄",,1,
357,Por ahí te escribe que te va a demandar por decir que Protesa ha pautado $200k en lo que va del gobier-nito.,,1,
358,Unpopular opinion: las zapatillas fils están bien fucking feas!,1,,
359,aqui la evidencia doble via urgente se necesita,,1,
360,Estamos en tiempos donde hay que ahorrar mejor para ver si podemos hacer algo en el futuro,,1,
362,Por que convierten lo simple en complicado,,1,
363,"Buen Día Panamá, Dios quiera que entre muchas de las enseñanzas que nos ha dejado esta crisis, este ésta que se explica por sí sola... Bendiciones... 🙏",,,1
364,Qué ganas de mandar a cierta persona al espacio exterior alv.,1,,
365,Transparencia falsa con el hospital modular.,1,,
366,La culpa la tenemos nosotros mismos por aguantarnos a ese idiota de asesor.,,1,
367,Par de unidades que estan mal ya no copiaremos 🙏🏻,1,,
368,"Ah, ya vi que eres de los gay que se odian. Tranqui. #itgetsbetter",1,,
369,Saludos Hector. Gmo Samudio B,,,1
370,DIOS SIN SERVICIO DESDE EL MIERCOLES DAÑO EN POSTE NADIE HACE CASO RESPETEN AL CLIENTE ESTUBE 28 N MINUTOS CONVERSANDO CON OPERADORA ESPERANDO RESPUESTA Y ME CERRO LA LLAMADA HACE 32 MINUTOS LLEVO 457min de mi celular sin respuesta AUXILIOOOOO,1,,
371,Ahora tienen al pobre diseñador trabajando sobretiempo para cambiar el fondo del post.,,1,
372,"Desde el 2005 Dios viene diciendo que desea traer Paz, Orden, Seguridad, Gozo. Para hacerle frente a los problemas que afectan la nación y todos hacen caso omiso, hasta cuando van a desobedecer. Es hora de Someterse al Dios Todopoderoso.",1,,
373,Jajaja es un inútil ese señor mojón beach... La cabeza nama le da para ver que se roba.,1,,
374,Espiar la vida privada de una persona es legal? 🤔,,1,
375,¿Oye y medicatura forense existe?,,1,
376,Jeje todos pasamos por esto 🙃,,1,
377,quierooo blokeee fest summer,,1,
378,Ok nos ponemos de acuerdo gracias,,,1
379,Ayer mi mai cumplía años 🥰,,,1
380,Bueno el la considera capaz para el puesto. Falta ver como se desempeña.,,1,
381,"Si los Ray pasan y Atlanta también, esto será candente",,1,
382,"Felicidades, espero que celebre con arroz con pollo y ensalada de toldo 😂",,,1
383,"El caso fue anulado por violacion del debido proceso por parte del tribunal que lo declaró no culpable, ya que no se valoraron las pruebas, anular un caso esta dentro de los recursos que tiene usted y yo cuando una decisión vulnera derechos humanos.",1,,
384,“El imbécil más rico de Panamá”. Esa fue dura.,1,,
385,De niño estaba enamorado de emily,,1,
386,y mis piezas que solicite para mi lavadora hisense modelo wsa1403 p:la pieza de salida de la manguera del agua(desagüe) y la de la centrifuga(la que mantiene la ropa en su lugar durante el centrifugado.)solicitadas desde septiembre del año pasado .YO QUIERO PAGARLAS .,,1,
387,Pero con la fe de por medio JAJAJJAA pero ahi vamooo jajaj,,,1
388,Recuerden que siempre pueden ver el dashboard de coronavirus en,,1,
389,Tranquil él nunca dijo de que año es!! Respeta 🤣🤣,1,,
390,Tiempo de Harvest Moon/Stardew Valley?,,1,
391,Ley 7 del 5 de febrero del 1997,,1,
392,Acabo de dejar de seguir como 100 cuentas de PoGo. It was fun :D,,,1
393,Por favor que belleza de ser imagino a este dr atendiendo pacientes de covid 19 DIOS MIO.,,,1
394,"Opino que si es responsable debe ir preso, al igual que los príncipes que están presos ahora mismo. 😊",,,1
395,que te esta foldeando amigui 😭,1,,
396,Hoy empezó el día lleno de stress. Basta.,1,,
397,"Él tiene una visión"" larga...""",,1,
398,Los Santos tiene mucha garra... Ese campeonato era suyo digan lo que digan,,1,
399,Puedo ir a Miami pero no puedo ir a Chitré,,,1
400,"me acuerdo la primera vez que vino bad bunny a panamá, como olvidarlo si me robaron hasta la dignidad en ese concierto 😂😂😂🤦🏻‍♀️",,,1
401,Omar y con las otras Gracias que ha hecho nunca se hizo NADA.MIS RESPETOS A TI TU PAPA Y MAMA TE CONOZCO HACE MUCHO TIEMPO.TRABAJE EN AERONAUTICA CON TU MADRE.SALUDOS.,,,1
402,"Estará mal del brazo, no se entiende",,1,
403,"Pero para muchos panameños “es solo un resfriadito, quiten la cuarentena, volvamos a trabajar.”",,1,
404,"Ya que se dilató la playa, en algo se debe rebuscar 🤣",,,1
405,"Hoy mi novia me escribió lo siguiente: - Hola, compre dos entradas para ir a ver la pelicula de dragon ball hoy por que se que querias verla, arreglate te veo a las 2 😍😍😍😍",,,1
406,"Aplauso de pie, de eso se trata, innovar en tiempo de crisis.",,,1
407,Algo que odio es que me llamen por la palabra amigo,1,,
408,"Eran fan de Tito Rojas, pero cuando subieron su top de spotify no vi ninguna canción del man... Jajaja en fin la hipotenusa.",,,1
409,Futuro esposo: Pls asegúrate de que tenga las uñas arregladas antes de darme anillo,,,1
410,"Te explico Jossie, las pruebas tienen un delay de al menos 10 días desde que se tomó la muestra, por ende lo que vimos ayer eran casos de finales de noviembre/primera semana de diciembre para esta fecha de enero podremos ver el resultado de todos los parkines de Navidad...",,1,
411,"lo haría todo de nuevo, si tu me dieras el chance que ya no estoy tan loco que ahora si se como comportarme...",,1,
412,Si te sale un shiny Unown extra le pones mi nombre y me lo guardas &lt;3,,1,
413,"¿Porque para Gaby solamente? Nito también está metido en ese paquete, por obra u omisión.",1,,
414,Que ganas de poder comprarme un sombrero así 🥰😍.,,,1
415,JAJAJAJAJAJA ey pero de verda 🧐,,,1
416,kbrean locooo... hey y si van a jugar AVISEN chucha no dejen a uno hablando sola 🙄😡,1,,
417," Ahora misml estamos en ensayo y error, excelente iniciativa.",,,1
418,"¿Lo dices por la película del 2?hahaha mi mamá estaba cabriada (yo la había visto, mensa cinta de Tom Cruise)",,1,
419,No sabes si esperar un bus o hacer el trámite de renovación de cédula.,,1,
420,Esos trajes le hubiesen servido a alguien del cuerpo médico 😕,1,,
421,No saben lo divertido que es trabajar con mi papá 😂😁,,,1
422," Si el salario de los diputados ni el subsidio electoral son suficientes, entonces ¿Porqué y abrieron una cuenta en el BNP para que TODOS donemos aunque sea un dólar? ¿La ley del embudo?",,1,
423,"Excelente película, que triste por ella... 😣",1,,
424,"Si no estás kabreado, es por que no estás prestando atención.",1,,
425,Al final todos los apellidos vienen del lado paterno (incluso el de la madre) así que indirectamente esta utilizando el apellido de un hombre... 😜,,1,
426,No entendi su respuesta Linda mis respetos.,,1,
427,Un Consejito free a esos Periodistas pre-pay!!!,1,,
428,Porque esto nunca me lo enseñaron en biología 🤔,,1,
429,¿Se supone que me debo sentir ofendido 😂?,,,1
430,"CHUCHA. Me acaban de sacar unos receipts que AYALAPINGA. Sabes, lo bueno es que uno siempre debe ir creciendo. Watch how you say things, it matters!",1,,
431,Tenemos 2 ministros de asuntos agropecuarios por que entiendo,,1,
432," Bueno, hay expertos"" en leyes que dialogan con los caballos...🤣""",1,,
433,"Fuera de orden eso, tía Mayín.",1,,
434,porque te gustan las morenitas 😩🥰 las canelitas...,,,1
435,"Ahh si, La Previa... Excelente programa. Todos los días de 4:30-6pm en con 🔥",,,1
436,Supongo que todos están en la lista Clinton por lavar dinero del NARCOTRAFICO....👀,1,,
437," Wao, que miedo...",1,,
438,En instagram en ilovebarcelonaforever3,,1,
439,La cáscara debería tener prohibido hablar de ética e historia,,,1
440,"Creo que ya debería de parar de llamar la atención de , la man está relax en su cuarentena y ni le mete mente 🤣 F5",,,1
441,No se por que a mi me da tantaaa ansiedad cuando alguien me dice “te puedo hacer una pregunta”,1,,
442,Capaz y solo eres mal polvo? No se. 🤷‍♂️,,1,
443,Pienso lo mismo que mi Colega Ferdo Bolivar,,1,
444,"Hola, soy 0-, sé el problema que es conseguir ese tipaje. En mayo se cumple los 3 meses desde la última vez que doné, ¿cómo hago para pertenecer a su base de datos?",,1,
445,"Y el callcenter que ellos mismos pagan, les comentabsus csntinfladss...",1,,
446,"Ese man es cuequito amiga, ni le hagas caso... y sigue subiendo lo que te de la gana!",1,,
447,Cuidádo que estara haciendo ese señor ojo al cristo .,1,,
448,"Que no, ya que las mujeres se encargan de la casa. 😡",1,,
449,Mis saludos y respetos a tu padre Basilio.,,,1
450,"Preguntar opiniones y sugerencias a sacerdotes o pastores sobre coronavirus es un acto de terrorismo mediático, por favor!!!",1,,
451,"Capaz hay una payasa (oops, digo, diputada) que pueda aprender de la Sra. Merkel. Es que de patio la mayoria son payasitos.",1,,
452,"Bueno si ellos quieren salir a la calle, les tocara Trans formarse nuevamente en el niño que eran cuando sacaron cédulas, lo que no podemos aceptar es que salgan a la calle e imponer ese cambio a las autoridades en abierto desafío... 👍",1,,
453,"Partiendo de la premisa que quisiera organizar un esquema delictivo, diría que TODOS.",,1,
454,"Tienes TODO EN CONTRA..? Puedes ver el VIDEO COMPLETO, aquí👇",,1,
455,Te recomiendo Black Mirror,,,1
456,Uhhhh siguen votando por ellos uffff. No escarmentamos,1,,
457,me he dado cuenta que soy cristina yang con respecto a los chiquillos y april kepner con respecto al amor JAJA 😍,,,1
458,"Jum... si la corte anula caso y lo envía pa atrás, creeme que hay más probabilidades que ganen las supuestas víctimas.",,1,
459,Habla ignorando las Escrituras,,1,
460,Si Dios hubiera querido que estuvieran en Martes a ya lo hubiera puesto. Por que tratan de desafiar al creador ? Eso se llama necedad.,1,,
461,"Si no quieras que se sepa, no lo hagas",,1,
462,Y PARA SEPELIOS ESPECIALES QUE.? para esto bautizo y matrimonio INCLUYE MARIACHI.?,,1,
463,Por favor cooperen. Presi metales multas ejemplares. La gente no siente hasta q padece.,1,,
464,"Ey pero por ahí dice una influencer"" que tu no cantas nada bueno 🤭🤭🤭""",,,1
465,"Quiero una pandora con dijes de disney, es mucho pedir?🥺",,1,
